/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,82,,,
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,84,,,
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,qs,0,67240
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,rho_i,0,67240
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,square,0,67240
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,u,0,336200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,fjac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,njac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,tmp1,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,tmp2,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,86,tmp3,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,219,fjac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,219,njac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,219,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,219,tmp1,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,219,tmp2,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,487,,,
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,538,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,538,rhs,0,336200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,540,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,540,rhs,0,336200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,542,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/y_solve.c,542,rhs,0,336200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,83,,,
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,85,,,
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,qs,0,67240
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,rho_i,0,67240
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,square,0,67240
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,u,0,335200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,fjac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,njac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,tmp1,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,tmp2,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,87,tmp3,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,221,fjac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,221,njac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,221,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,221,tmp1,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,221,tmp2,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,493,,,
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,541,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,541,rhs,0,336200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,543,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,543,rhs,0,336200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,545,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/x_solve.c,545,rhs,0,336200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,82,,,
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,84,,,
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,86,qs,0,67240
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,86,square,0,67240
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,86,u,0,336200
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,86,fjac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,86,njac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,86,tmp1,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,86,tmp2,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,86,tmp3,0,1
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,219,fjac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,219,njac,0,1025
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,219,lhs,0,3075
/home/james/autopar/openacc-gi/openacc-gi-experiment/setup/NPB3.3-SER-C/BT/z_solve.c,219,tmp1,0,1
